"","player_id","year","first_serve","first_won"
"14058",127143,"2020",26,10
"14059",127143,"2017",200,143
"14060",127157,"2017",131,105
"14061",127157,"2024",1156,781
"14062",127157,"2019",26,12
"14063",127157,"2021",311,234
"14064",127157,"2022",1025,691
"14065",127157,"2023",NA,NA
"14066",127157,"2017",108,71
"14067",127157,"2024",712,538
"14068",127157,"2020",158,99
"14069",127157,"2021",400,275
"14070",127157,"2020",175,133
"14071",127157,"2022",261,193
"14072",127195,"2024",30,14
"14073",127300,"2019",NA,NA
"14074",127300,"2018",96,58
"14075",127300,"2016",63,39
"14076",127326,"2015",NA,NA
"14077",127326,"2020",66,39
"14078",127339,"2024",93,63
"14079",127339,"2024",NA,NA
"14080",127339,"2020",59,44
"14081",127339,"2023",NA,NA
"14082",127339,"2021",199,143
"14083",127339,"2023",503,379
"14084",127339,"2018",36,22
"14085",127339,"2022",NA,NA
"14086",127339,"2019",81,52
"14087",127339,"2021",165,124
"14088",127570,"2016",NA,NA
"14089",127570,"2015",NA,NA
"14090",127570,"2018",23,18
"14091",127760,"2023",NA,NA
"14092",127760,"2024",469,358
"14093",127760,"2021",NA,NA
"14094",127760,"2021",88,66
"14095",127760,"2024",662,484
"14096",127760,"2022",98,67
"14097",128034,"2020",718,505
"14098",128034,"2024",1071,779
"14099",128034,"2016",68,54
"14100",128034,"2021",NA,NA
"14101",128034,"2022",1215,924
"14102",128034,"2023",1385,1051
"14103",128034,"2017",151,103
"14104",128034,"2019",1226,863
"14105",128034,"2024",2210,1778
"14106",128034,"2019",1204,916
"14107",128034,"2023",2593,2115
"14108",128034,"2018",NA,NA
"14109",128034,"2016",221,142
"14110",128034,"2018",652,441
"14111",128034,"2022",2052,1636
"14112",128034,"2020",742,573
"14113",131905,"2022",261,160
"14114",131905,"2024",47,35
"14115",131905,"2022",236,159
"14116",131934,"2022",52,39
"14117",131934,"2024",159,121
"14118",131934,"2024",221,148
"14119",131934,"2021",40,27
"14120",131934,"2023",298,215
"14121",131934,"2023",246,162
"14122",131934,"2021",35,28
"14123",131951,"2019",NA,NA
"14124",131951,"2021",44,27
"14125",131951,"2022",NA,NA
"14126",131951,"2023",NA,NA
"14127",131951,"2024",41,22
"14128",131951,"2020",48,35
"14129",131951,"2024",NA,NA
"14130",131951,"2017",30,15
"14131",132028,"2017",25,15
"14132",132040,"2017",147,87
"14133",132283,"2022",1678,1150
"14134",132283,"2019",930,743
"14135",132283,"2019",1127,787
"14136",132283,"2016",80,47
"14137",132283,"2021",NA,NA
"14138",132283,"2020",688,471
"14139",132283,"2020",621,479
"14140",132283,"2024",NA,NA
"14141",132283,"2018",347,233
"14142",132283,"2018",363,283
"14143",132283,"2024",1525,1061
"14144",132283,"2023",1420,959
"14145",132283,"2023",1541,1181
"14146",132283,"2022",NA,NA
"14147",132374,"2024",30,17
"14148",132374,"2020",NA,NA
"14149",132482,"2018",153,112
"14150",132566,"2015",NA,NA
"14151",132686,"2024",1135,755
"14152",132686,"2022",382,257
"14153",132686,"2023",NA,NA
"14154",132686,"2021",51,36
"14155",132686,"2021",78,51
"14156",132686,"2024",1331,981
"14157",132686,"2022",NA,NA
"14158",132932,"2019",NA,NA
"14159",132932,"2020",NA,NA
"14160",133018,"2021",122,84
"14161",133018,"2020",91,61
"14162",133018,"2022",144,99
"14163",133018,"2023",26,14
"14164",133018,"2022",NA,NA
"14165",133297,"2022",127,98
"14166",133297,"2023",569,429
"14167",133297,"2018",90,63
"14168",133297,"2021",69,54
"14169",133297,"2022",79,61
"14170",133297,"2021",25,18
"14171",133297,"2019",40,29
"14172",133297,"2024",133,103
"14173",133297,"2018",67,54
"14174",133297,"2024",113,83
"14175",133297,"2023",404,315
"14176",133301,"2015",NA,NA
"14177",133430,"2022",NA,NA
"14178",133430,"2017",678,514
"14179",133430,"2023",595,417
"14180",133430,"2021",NA,NA
"14181",133430,"2016",94,74
"14182",133430,"2017",NA,NA
"14183",133430,"2024",1180,884
"14184",133430,"2023",710,555
"14185",133430,"2024",1182,934
"14186",133430,"2020",892,695
"14187",133430,"2019",NA,NA
"14188",133430,"2016",97,70
"14189",133430,"2020",858,622
"14190",133430,"2018",1767,1395
"14191",133430,"2018",1299,918
"14192",133835,"2022",139,100
"14193",133835,"2024",106,76
"14194",133835,"2023",376,278
"14195",133835,"2023",429,313
"14196",133835,"2024",177,119
"14197",133835,"2022",106,81
"14198",133933,"2024",105,89
"14199",133933,"2024",35,19
"14200",133975,"2024",148,121
"14201",133975,"2021",30,26
"14202",133975,"2018",52,40
"14203",133975,"2020",43,33
"14204",133975,"2024",235,162
"14205",133975,"2018",140,103
"14206",133975,"2019",NA,NA
"14207",133975,"2022",NA,NA
"14208",133975,"2023",NA,NA
"14209",133979,"2020",82,60
"14210",134087,"2022",NA,NA
"14211",134087,"2022",44,35
"14212",134087,"2021",43,24
"14213",134114,"2018",NA,NA
"14214",134114,"2015",NA,NA
"14215",134120,"2018",32,23
"14216",134120,"2016",125,87
"14217",134120,"2017",61,41
"14218",134217,"2018",25,19
"14219",134302,"2014",NA,NA
"14220",134457,"2024",223,180
"14221",134457,"2024",502,342
"14222",134457,"2023",145,101
"14223",134472,"2023",41,25
"14224",134472,"2016",120,83
"14225",134472,"2016",86,60
"14226",134472,"2022",208,168
"14227",134472,"2022",84,61
"14228",134472,"2017",66,43
"14229",134507,"2016",34,23
"14230",134518,"2023",36,27
"14231",134677,"2023",NA,NA
"14232",134677,"2019",NA,NA
"14233",134677,"2014",NA,NA
"14234",134770,"2024",NA,NA
"14235",134770,"2019",NA,NA
"14236",134770,"2022",1092,751
"14237",134770,"2023",1793,1317
"14238",134770,"2017",458,290
"14239",134770,"2020",1071,800
"14240",134770,"2016",82,52
"14241",134770,"2021",NA,NA
"14242",134770,"2022",NA,NA
"14243",134770,"2019",926,605
"14244",134770,"2020",726,477
"14245",134770,"2016",26,22
"14246",134770,"2023",1371,938
"14247",134770,"2018",423,296
"14248",134770,"2017",356,262
"14249",134770,"2018",447,302
"14250",134840,"2021",38,24
"14251",134854,"2016",32,12
"14252",134868,"2021",373,278
"14253",134868,"2024",1564,1103
"14254",134868,"2024",1754,1396
"14255",134868,"2022",NA,NA
"14256",134868,"2017",77,47
"14257",134868,"2019",202,141
"14258",134868,"2019",48,38
"14259",134868,"2023",NA,NA
"14260",134868,"2018",35,18
"14261",134868,"2018",47,39
"14262",134868,"2021",312,207
"14263",134868,"2020",147,101
"14264",134886,"2015",NA,NA
"14265",134886,"2016",65,37
"14266",134886,"2020",NA,NA
"14267",134886,"2014",NA,NA
"14268",134886,"2016",104,68
"14269",134886,"2018",46,26
"14270",136440,"2021",NA,NA
"14271",136440,"2019",335,245
"14272",136440,"2018",82,57
"14273",136440,"2018",36,32
"14274",136440,"2023",324,248
"14275",136440,"2022",184,122
"14276",136440,"2020",346,232
"14277",136440,"2024",927,601
"14278",136440,"2017",26,13
"14279",136440,"2024",785,580
"14280",136440,"2022",521,326
"14281",136440,"2019",193,132
"14282",136440,"2020",359,227
"14283",136440,"2023",285,187
"14284",136704,"2016",36,19
"14285",137018,"2017",59,43
"14286",137018,"2017",56,32
"14287",137018,"2019",NA,NA
"14288",137018,"2016",85,65
"14289",138431,"2018",26,14
"14290",138485,"2023",NA,NA
"14291",138845,"2018",41,29
"14292",138846,"2017",90,60
"14293",138846,"2018",32,21
"14294",138846,"2024",63,47
"14295",138846,"2018",48,28
"14296",138846,"2017",69,34
"14297",138846,"2022",NA,NA
"14298",138846,"2022",33,20
"14299",138846,"2023",NA,NA
"14300",144642,"2024",92,70
"14301",144642,"2023",196,137
"14302",144642,"2017",50,40
"14303",144642,"2020",49,41
"14304",144642,"2020",73,46
"14305",144642,"2023",225,127
"14306",144642,"2022",68,41
"14307",144642,"2024",195,109
"14308",144642,"2021",NA,NA
"14309",144645,"2018",43,26
"14310",144645,"2022",95,68
"14311",144645,"2022",170,117
"14312",144650,"2019",NA,NA
"14313",144652,"2022",34,27
"14314",144681,"2024",33,27
"14315",144684,"2024",48,36
"14316",144684,"2022",NA,NA
"14317",144684,"2023",NA,NA
"14318",144684,"2021",297,183
"14319",144684,"2022",1030,647
"14320",144684,"2024",41,19
"14321",144684,"2021",396,276
"14322",144687,"2020",NA,NA
"14323",144707,"2019",NA,NA
"14324",144707,"2023",884,529
"14325",144707,"2018",220,156
"14326",144707,"2017",120,76
"14327",144707,"2018",152,98
"14328",144707,"2021",1174,791
"14329",144707,"2015",68,46
"14330",144707,"2019",325,191
"14331",144707,"2017",276,166
"14332",144707,"2023",NA,NA
"14333",144707,"2020",391,225
"14334",144707,"2021",1069,624
"14335",144707,"2016",35,25
"14336",144707,"2020",335,252
"14337",144707,"2022",NA,NA
"14338",144707,"2016",58,41
"14339",144719,"2024",1262,817
"14340",144719,"2018",793,530
"14341",144719,"2018",665,469
"14342",144719,"2023",931,586
"14343",144719,"2023",801,545
"14344",144719,"2021",638,445
"14345",144719,"2024",623,448
"14346",144719,"2022",1342,868
"14347",144719,"2021",1144,742
"14348",144719,"2017",43,25
"14349",144719,"2020",162,113
"14350",144719,"2020",449,291
"14351",144719,"2015",6,5
"14352",144719,"2016",30,15
"14353",144719,"2019",1208,807
"14354",144719,"2022",821,604
"14355",144719,"2019",692,514
"14356",144719,"2015",90,52
"14357",144747,"2016",62,20
"14358",144747,"2024",31,14
"14359",144748,"2023",NA,NA
"14360",144748,"2024",46,32
"14361",144748,"2024",51,32
"14362",144750,"2024",220,170
"14363",144750,"2021",1515,1222
"14364",144750,"2016",114,66
"14365",144750,"2022",307,229
"14366",144750,"2020",583,480
"14367",144750,"2023",371,301
"14368",144750,"2019",NA,NA
"14369",144750,"2022",604,429
"14370",144750,"2019",565,382
"14371",144750,"2023",675,501
"14372",144750,"2020",632,416
"14373",144750,"2016",76,57
"14374",144750,"2024",93,81
"14375",144750,"2017",71,53
"14376",144750,"2017",244,193
"14377",144750,"2021",NA,NA
"14378",144750,"2018",76,56
"14379",144750,"2018",173,113
"14380",144751,"2022",NA,NA
"14381",144751,"2024",48,34
"14382",144751,"2023",NA,NA
"14383",144760,"2018",45,34
"14384",144760,"2019",NA,NA
"14385",144760,"2018",51,28
"14386",144760,"2017",45,27
"14387",144760,"2016",38,31
"14388",144760,"2017",68,47
"14389",144771,"2016",26,17
"14390",144771,"2014",NA,NA
"14391",144772,"2014",NA,NA
"14392",144773,"2014",NA,NA
"14393",144773,"2016",98,54
"14394",144773,"2017",54,42
"14395",144774,"2014",NA,NA
"14396",144775,"2020",NA,NA
"14397",144775,"2024",104,50
"14398",144775,"2014",NA,NA
"14399",144776,"2018",60,33
"14400",144776,"2014",NA,NA
"14401",144777,"2014",NA,NA
"14402",144797,"2016",23,13
"14403",144797,"2016",60,40
"14404",144799,"2015",NA,NA
"14405",144799,"2016",45,33
"14406",144807,"2018",54,39
"14407",144807,"2023",NA,NA
"14408",144813,"2016",16,14
"14409",144813,"2017",69,36
"14410",144813,"2016",56,36
"14411",144814,"2024",188,121
"14412",144814,"2017",74,40
"14413",144814,"2016",60,36
"14414",144814,"2022",NA,NA
"14415",144817,"2023",1328,949
"14416",144817,"2019",88,59
"14417",144817,"2023",NA,NA
"14418",144817,"2024",364,264
"14419",144817,"2022",NA,NA
"14420",144817,"2018",86,72
"14421",144817,"2020",168,126
"14422",144817,"2021",79,51
"14423",144817,"2020",92,64
"14424",144817,"2018",147,104
"14425",144817,"2024",NA,NA
"14426",144821,"2023",55,29
"14427",144821,"2023",228,157
"14428",144826,"2020",NA,NA
"14429",144826,"2023",NA,NA
"14430",144826,"2024",71,36
"14431",144826,"2018",24,15
"14432",144826,"2022",NA,NA
"14433",144826,"2024",82,58
"14434",144826,"2017",215,144
"14435",144826,"2021",127,88
"14436",144841,"2016",111,76
"14437",144841,"2019",NA,NA
"14438",144841,"2022",NA,NA
"14439",144841,"2021",33,26
"14440",144854,"2017",80,61
"14441",144854,"2015",NA,NA
"14442",144854,"2016",53,36
"14443",144869,"2023",NA,NA
"14444",144869,"2021",106,70
"14445",144869,"2022",781,480
"14446",144869,"2022",160,115
"14447",144869,"2023",1396,954
"14448",144869,"2024",1644,1153
"14449",144869,"2021",56,40
"14450",144869,"2024",1602,1185
"14451",144870,"2024",68,43
"14452",144870,"2024",30,27
"14453",144895,"2019",545,345
"14454",144895,"2022",850,581
"14455",144895,"2020",NA,NA
"14456",144895,"2021",703,467
"14457",144895,"2018",194,158
"14458",144895,"2024",NA,NA
"14459",144895,"2022",547,353
"14460",144895,"2021",725,440
"14461",144895,"2019",386,241
"14462",144895,"2018",596,344
"14463",144895,"2020",650,466
"14464",144895,"2023",903,550
"14465",144895,"2023",417,306
"14466",144896,"2016",30,18
"14467",144909,"2024",39,24
"14468",144923,"2016",60,43
"14469",144923,"2023",61,44
"14470",144923,"2016",28,13
"14471",144927,"2024",NA,NA
"14472",144932,"2024",121,87
"14473",144932,"2020",NA,NA
"14474",144932,"2022",NA,NA
"14475",144932,"2023",NA,NA
"14476",144940,"2017",34,25
"14477",144940,"2021",32,17
"14478",144946,"2019",34,30
"14479",144949,"2017",118,76
"14480",144949,"2022",28,15
"14481",144949,"2023",NA,NA
"14482",144949,"2024",32,23
"14483",144972,"2022",160,108
"14484",144972,"2023",128,86
"14485",144972,"2017",39,21
"14486",144973,"2022",101,72
"14487",144984,"2019",43,20
"14488",144985,"2019",59,36
"14489",144985,"2021",23,11
"14490",144985,"2021",20,18
"14491",144985,"2023",NA,NA
"14492",145001,"2022",74,53
"14493",145003,"2017",51,27
"14494",145016,"2020",NA,NA
"14495",145016,"2015",NA,NA
"14496",145022,"2015",NA,NA
"14497",145023,"2015",NA,NA
"14498",149282,"2023",NA,NA
"14499",149282,"2024",NA,NA
"14500",149283,"2023",NA,NA
"14501",149284,"2023",NA,NA
"14502",149285,"2023",NA,NA
"14503",149843,"2024",56,36
"14504",149843,"2023",NA,NA
"14505",200000,"2018",545,359
"14506",200000,"2018",294,218
"14507",200000,"2019",1111,762
"14508",200000,"2021",1807,1445
"14509",200000,"2021",NA,NA
"14510",200000,"2020",905,621
"14511",200000,"2020",1125,897
"14512",200000,"2023",NA,NA
"14513",200000,"2024",1272,907
"14514",200000,"2024",NA,NA
"14515",200000,"2023",1046,841
"14516",200000,"2019",NA,NA
"14517",200000,"2022",NA,NA
"14518",200005,"2020",665,470
"14519",200005,"2023",NA,NA
"14520",200005,"2021",NA,NA
"14521",200005,"2019",NA,NA
"14522",200005,"2022",539,387
"14523",200005,"2019",1191,858
"14524",200005,"2018",120,93
"14525",200005,"2018",211,153
"14526",200005,"2020",1115,866
"14527",200005,"2024",1871,1438
"14528",200005,"2024",NA,NA
"14529",200005,"2022",1220,809
"14530",200008,"2023",88,62
"14531",200008,"2023",52,34
"14532",200008,"2022",89,60
"14533",200014,"2023",NA,NA
"14534",200031,"2017",98,57
"14535",200031,"2023",NA,NA
"14536",200031,"2021",65,44
"14537",200031,"2019",28,11
"14538",200031,"2022",NA,NA
"14539",200031,"2018",57,39
"14540",200031,"2016",14,9
"14541",200045,"2024",70,38
"14542",200045,"2017",36,21
"14543",200045,"2018",34,21
"14544",200045,"2023",NA,NA
"14545",200059,"2019",25,16
"14546",200059,"2023",712,515
"14547",200059,"2024",59,51
"14548",200059,"2017",107,70
"14549",200059,"2018",210,141
"14550",200059,"2022",56,29
"14551",200059,"2024",105,72
"14552",200059,"2018",121,89
"14553",200059,"2017",81,59
"14554",200059,"2022",164,119
"14555",200059,"2023",744,457
"14556",200075,"2022",31,19
"14557",200075,"2023",NA,NA
"14558",200075,"2018",46,35
"14559",200075,"2024",NA,NA
"14560",200075,"2021",51,31
"14561",200075,"2024",41,26
"14562",200075,"2017",75,31
"14563",200080,"2016",128,94
"14564",200095,"2019",72,50
"14565",200095,"2017",54,35
"14566",200095,"2019",133,79
"14567",200095,"2022",141,94
"14568",200095,"2018",41,30
"14569",200095,"2021",104,60
"14570",200095,"2018",20,9
"14571",200095,"2021",37,29
"14572",200096,"2022",112,63
"14573",200096,"2023",41,25
"14574",200116,"2024",97,72
"14575",200116,"2022",108,67
"14576",200116,"2022",63,32
"14577",200116,"2024",283,171
"14578",200116,"2023",55,32
"14579",200116,"2023",69,41
"14580",200125,"2017",43,22
"14581",200175,"2024",NA,NA
"14582",200175,"2019",995,651
"14583",200175,"2024",1425,967
"14584",200175,"2019",987,780
"14585",200175,"2018",25,22
"14586",200175,"2022",NA,NA
"14587",200175,"2023",NA,NA
"14588",200175,"2018",128,85
"14589",200175,"2021",NA,NA
"14590",200175,"2020",688,537
"14591",200175,"2020",532,332
"14592",200175,"2023",1601,1065
"14593",200181,"2020",NA,NA
"14594",200188,"2024",50,36
"14595",200188,"2023",38,26
"14596",200214,"2024",48,40
"14597",200214,"2022",NA,NA
"14598",200214,"2024",39,26
"14599",200218,"2023",31,23
"14600",200218,"2024",NA,NA
"14601",200218,"2023",52,36
"14602",200218,"2018",120,74
"14603",200218,"2019",54,27
"14604",200221,"2024",1297,847
"14605",200221,"2019",526,310
"14606",200221,"2021",NA,NA
"14607",200221,"2020",839,561
"14608",200221,"2023",1569,1133
"14609",200221,"2024",NA,NA
"14610",200221,"2019",161,109
"14611",200221,"2023",1515,946
"14612",200221,"2020",565,332
"14613",200221,"2022",1574,988
"14614",200221,"2022",1230,848
"14615",200240,"2024",337,220
"14616",200240,"2024",36,31
"14617",200240,"2022",66,47
"14618",200240,"2021",75,60
"14619",200240,"2021",30,17
"14620",200240,"2022",126,73
"14621",200247,"2023",71,43
"14622",200247,"2016",52,34
"14623",200247,"2021",32,17
"14624",200247,"2022",NA,NA
"14625",200247,"2019",NA,NA
"14626",200247,"2020",NA,NA
"14627",200247,"2017",29,17
"14628",200247,"2022",82,55
"14629",200247,"2016",54,41
"14630",200250,"2019",NA,NA
"14631",200250,"2018",NA,NA
"14632",200250,"2021",22,8
"14633",200250,"2020",NA,NA
"14634",200259,"2024",47,34
"14635",200259,"2024",104,73
"14636",200265,"2020",87,61
"14637",200266,"2024",71,49
"14638",200267,"2024",1003,715
"14639",200267,"2020",54,33
"14640",200267,"2020",62,45
"14641",200267,"2022",31,27
"14642",200267,"2022",NA,NA
"14643",200267,"2021",162,104
"14644",200267,"2021",52,39
"14645",200267,"2023",NA,NA
"14646",200267,"2024",886,657
"14647",200270,"2024",142,101
"14648",200270,"2023",NA,NA
"14649",200270,"2024",34,21
"14650",200270,"2015",NA,NA
"14651",200270,"2016",83,54
"14652",200271,"2015",NA,NA
"14653",200272,"2015",NA,NA
"14654",200272,"2017",50,36
"14655",200273,"2021",42,21
"14656",200273,"2024",54,44
"14657",200273,"2023",NA,NA
"14658",200273,"2015",NA,NA
"14659",200273,"2022",NA,NA
"14660",200273,"2019",NA,NA
"14661",200273,"2018",179,144
"14662",200273,"2024",83,49
"14663",200274,"2016",37,15
"14664",200274,"2015",NA,NA
"14665",200274,"2018",34,22
"14666",200277,"2024",127,78
"14667",200278,"2018",NA,NA
"14668",200278,"2022",NA,NA
"14669",200278,"2023",NA,NA
"14670",200279,"2023",NA,NA
"14671",200279,"2022",NA,NA
"14672",200279,"2024",29,24
"14673",200282,"2023",NA,NA
"14674",200282,"2020",551,361
"14675",200282,"2021",1250,809
"14676",200282,"2017",144,100
"14677",200282,"2021",1110,803
"14678",200282,"2019",NA,NA
"14679",200282,"2024",NA,NA
"14680",200282,"2020",728,531
"14681",200282,"2019",914,626
"14682",200282,"2018",NA,NA
"14683",200282,"2017",213,125
"14684",200282,"2022",NA,NA
"14685",200282,"2023",1102,738
"14686",200297,"2021",33,21
"14687",200297,"2021",28,20
"14688",200303,"2020",52,35
"14689",200303,"2021",74,44
"14690",200303,"2023",724,471
"14691",200303,"2023",822,607
"14692",200303,"2024",1046,764
"14693",200303,"2022",192,124
"14694",200303,"2022",81,55
"14695",200303,"2024",1270,849
"14696",200307,"2023",29,16
"14697",200310,"2021",39,17
"14698",200318,"2024",32,17
"14699",200318,"2023",203,123
"14700",200318,"2023",181,130
"14701",200325,"2021",1089,703
"14702",200325,"2017",54,31
"14703",200325,"2020",456,311
"14704",200325,"2020",306,234
"14705",200325,"2023",NA,NA
"14706",200325,"2022",NA,NA
"14707",200325,"2021",1136,827
"14708",200325,"2024",NA,NA
"14709",200325,"2018",147,93
"14710",200325,"2023",1220,842
"14711",200325,"2019",NA,NA
"14712",200325,"2022",1515,972
"14713",200325,"2018",139,96
"14714",200325,"2024",901,680
"14715",200329,"2024",NA,NA
"14716",200335,"2023",199,141
"14717",200335,"2021",39,28
"14718",200335,"2024",229,158
"14719",200335,"2022",NA,NA
"14720",200335,"2024",50,36
"14721",200335,"2020",60,33
"14722",200335,"2023",164,128
"14723",200336,"2021",62,43
"14724",200343,"2019",46,33
"14725",200368,"2019",36,20
"14726",200374,"2022",41,31
"14727",200374,"2022",105,70
"14728",200384,"2022",485,344
"14729",200384,"2023",340,203
"14730",200384,"2023",246,176
"14731",200384,"2018",26,16
"14732",200384,"2021",421,287
"14733",200384,"2021",428,256
"14734",200384,"2022",839,534
"14735",200384,"2020",227,147
"14736",200384,"2024",746,480
"14737",200384,"2020",231,142
"14738",200384,"2024",681,455
"14739",200390,"2023",41,26
"14740",200390,"2020",52,35
"14741",200390,"2021",NA,NA
"14742",200390,"2021",94,70
"14743",200390,"2022",46,29
"14744",200390,"2020",NA,NA
"14745",200401,"2018",40,19
"14746",200416,"2023",NA,NA
"14747",200416,"2021",82,58
"14748",200416,"2017",55,38
"14749",200416,"2024",NA,NA
"14750",200416,"2024",64,52
"14751",200416,"2021",25,12
"14752",200418,"2024",36,24
"14753",200418,"2023",37,25
"14754",200436,"2019",82,53
"14755",200436,"2021",198,119
"14756",200436,"2024",NA,NA
"14757",200436,"2018",96,54
"14758",200436,"2022",NA,NA
"14759",200436,"2023",71,35
"14760",200436,"2018",159,113
"14761",200436,"2023",NA,NA
"14762",200443,"2024",618,437
"14763",200443,"2024",123,98
"14764",200460,"2018",74,48
"14765",200460,"2018",36,24
"14766",200460,"2019",NA,NA
"14767",200473,"2022",NA,NA
"14768",200473,"2024",94,69
"14769",200473,"2024",155,100
"14770",200473,"2023",NA,NA
"14771",200483,"2018",33,12
"14772",200484,"2021",33,26
"14773",200484,"2019",304,195
"14774",200484,"2017",42,23
"14775",200484,"2018",101,70
"14776",200484,"2019",101,79
"14777",200484,"2023",50,32
"14778",200484,"2024",28,21
"14779",200484,"2018",144,108
"14780",200484,"2024",104,67
"14781",200514,"2020",212,142
"14782",200514,"2022",NA,NA
"14783",200514,"2020",172,115
"14784",200514,"2023",NA,NA
"14785",200514,"2024",116,83
"14786",200514,"2023",255,194
"14787",200514,"2021",171,121
"14788",200514,"2018",41,24
"14789",200514,"2021",124,83
"14790",200514,"2024",NA,NA
"14791",200514,"2019",167,110
"14792",200516,"2024",186,139
"14793",200516,"2024",119,100
"14794",200516,"2023",83,41
"14795",200516,"2017",60,33
"14796",200525,"2016",42,22
"14797",200526,"2019",NA,NA
"14798",200537,"2015",NA,NA
"14799",200550,"2023",NA,NA
"14800",200550,"2022",NA,NA
"14801",200550,"2024",26,16
"14802",200553,"2019",33,20
"14803",200553,"2019",45,35
"14804",200572,"2024",54,34
"14805",200572,"2021",50,39
"14806",200572,"2017",32,16
"14807",200572,"2021",34,21
"14808",200572,"2024",86,49
"14809",200572,"2022",NA,NA
"14810",200574,"2020",NA,NA
"14811",200574,"2018",33,26
"14812",200575,"2023",NA,NA
"14813",200583,"2022",39,24
"14814",200587,"2023",193,122
"14815",200587,"2024",68,41
"14816",200587,"2022",168,121
"14817",200587,"2022",95,61
"14818",200587,"2023",96,65
"14819",200589,"2021",47,33
"14820",200611,"2019",116,78
"14821",200611,"2020",75,36
"14822",200611,"2019",46,38
"14823",200611,"2024",25,19
"14824",200611,"2023",27,17
"14825",200611,"2022",34,25
"14826",200611,"2018",54,30
"14827",200611,"2024",95,66
"14828",200615,"2018",41,32
"14829",200615,"2019",981,692
"14830",200615,"2022",970,695
"14831",200615,"2020",117,88
"14832",200615,"2020",255,181
"14833",200615,"2023",NA,NA
"14834",200615,"2019",656,514
"14835",200615,"2024",NA,NA
"14836",200615,"2024",1428,1123
"14837",200615,"2022",200,158
"14838",200615,"2018",227,159
"14839",200615,"2023",1328,977
"14840",200615,"2021",1137,835
"14841",200615,"2021",1071,813
"14842",200618,"2017",53,30
"14843",200618,"2016",56,18
"14844",200619,"2016",61,44
"14845",200619,"2016",65,33
"14846",200619,"2018",42,22
"14847",200620,"2020",NA,NA
"14848",200620,"2018",109,59
"14849",200620,"2016",25,17
"14850",200621,"2017",68,38
"14851",200621,"2016",85,58
"14852",200621,"2017",41,32
"14853",200622,"2021",46,29
"14854",200622,"2023",NA,NA
"14855",200622,"2016",34,19
"14856",200624,"2022",1768,1280
"14857",200624,"2018",60,41
"14858",200624,"2020",215,127
"14859",200624,"2022",1112,748
"14860",200624,"2023",NA,NA
"14861",200624,"2020",215,150
"14862",200624,"2024",917,634
"14863",200624,"2021",889,584
"14864",200624,"2024",NA,NA
"14865",200624,"2023",1320,1022
"14866",200624,"2021",1533,1147
"14867",200647,"2022",NA,NA
"14868",200647,"2023",NA,NA
"14869",200666,"2023",NA,NA
"14870",200670,"2023",1120,783
"14871",200670,"2024",88,63
"14872",200670,"2021",158,118
"14873",200670,"2020",99,75
"14874",200670,"2023",1111,870
"14875",200670,"2020",113,76
"14876",200670,"2022",713,527
"14877",200670,"2022",551,377
"14878",200670,"2024",309,195
"14879",200672,"2022",100,65
"14880",200672,"2023",NA,NA
"14881",200672,"2022",NA,NA
"14882",200672,"2024",122,76
"14883",200677,"2022",67,52
"14884",200677,"2022",33,17
"14885",200702,"2024",61,37
"14886",200702,"2024",45,21
"14887",200711,"2024",40,29
"14888",200711,"2018",34,21
"14889",200711,"2024",NA,NA
"14890",200711,"2022",NA,NA
"14891",200711,"2023",NA,NA
"14892",200711,"2022",108,75
"14893",200711,"2021",173,110
"14894",200748,"2024",76,53
"14895",200748,"2024",27,22
"14896",201995,"2022",21,12
"14897",201995,"2019",NA,NA
"14898",202058,"2023",137,86
"14899",202058,"2021",46,31
"14900",202058,"2024",313,234
"14901",202058,"2024",347,234
"14902",202058,"2023",91,56
"14903",202065,"2020",NA,NA
"14904",202065,"2021",51,30
"14905",202065,"2024",36,23
"14906",202065,"2022",55,37
"14907",202065,"2022",38,23
"14908",202075,"2024",NA,NA
"14909",202075,"2024",50,37
"14910",202090,"2021",105,69
"14911",202090,"2020",31,17
"14912",202090,"2021",NA,NA
"14913",202090,"2018",39,18
"14914",202090,"2019",52,32
"14915",202103,"2024",1749,1260
"14916",202103,"2022",1015,715
"14917",202103,"2020",54,29
"14918",202103,"2022",NA,NA
"14919",202103,"2023",1462,946
"14920",202103,"2024",1690,1076
"14921",202103,"2023",NA,NA
"14922",202103,"2019",50,30
"14923",202103,"2021",NA,NA
"14924",202103,"2021",312,206
"14925",202104,"2023",1490,895
"14926",202104,"2021",NA,NA
"14927",202104,"2022",1461,1006
"14928",202104,"2022",NA,NA
"14929",202104,"2024",1575,923
"14930",202104,"2024",1807,1232
"14931",202104,"2021",122,95
"14932",202104,"2023",NA,NA
"14933",202120,"2022",49,36
"14934",202120,"2024",120,68
"14935",202120,"2022",56,40
"14936",202120,"2020",NA,NA
"14937",202120,"2023",NA,NA
"14938",202122,"2021",24,21
"14939",202122,"2022",29,15
"14940",202130,"2018",24,14
"14941",202165,"2018",55,42
"14942",202165,"2020",NA,NA
"14943",202165,"2017",46,29
"14944",202165,"2019",NA,NA
"14945",202165,"2017",174,106
"14946",202168,"2023",36,26
"14947",202195,"2021",321,269
"14948",202195,"2022",1455,1097
"14949",202195,"2020",50,42
"14950",202195,"2021",328,245
"14951",202195,"2022",1330,1083
"14952",202195,"2023",440,377
"14953",202195,"2020",72,50
