"player_id","year","matches_won","total_matches"
103857,"2004",2,4
103857,"2006",10,25
103857,"2007",16,40
103857,"2009",16,47
103860,"2008",0,1
103860,"2006",1,3
103860,"2010",0,1
103860,"2009",0,2
103860,"2012",0,1
103860,"2002",0,2
103860,"2007",1,2
103863,"2001",0,1
103863,"2004",0,1
103863,"2013",0,1
103863,"2008",2,4
103863,"2007",0,1
103863,"2002",0,1
103863,"2009",1,2
103863,"2012",0,1
103864,"2008",0,1
103864,"2003",1,3
103864,"2002",2,2
103864,"2009",1,1
103864,"2006",0,2
103864,"2004",1,3
103865,"2009",1,1
103865,"2005",2,6
103865,"2003",0,1
103865,"2004",2,4
103865,"2007",1,3
103865,"2006",3,5
103868,"2008",7,20
103868,"2006",2,9
103868,"2007",10,23
103868,"2011",1,3
103868,"2010",2,10
103868,"2004",0,1
103868,"2005",3,4
103868,"2009",9,28
103868,"2012",1,2
103872,"2009",1,4
103872,"2010",1,3
103872,"2006",0,1
103872,"2007",0,1
103875,"1999",0,2
103875,"2017",0,1
103875,"2005",1,3
103875,"2000",1,1
103875,"2004",1,2
103875,"2007",0,2
103875,"2001",0,3
103875,"2003",2,2
103875,"2011",1,1
103875,"2015",0,2
103877,"2001",3,5
103877,"2003",1,2
103877,"2005",0,1
103877,"2002",3,5
103877,"2014",0,1
103877,"2000",0,2
103877,"2004",0,1
103877,"1998",0,2
103877,"2012",0,1
103877,"2013",0,1
103878,"2005",0,1
103882,"2009",1,2
103882,"2004",0,1
103888,"2015",2,6
103888,"2009",21,39
103888,"2002",11,22
103888,"2012",21,33
103888,"2003",39,64
103888,"2001",5,13
103888,"2005",6,17
103888,"2004",29,50
103888,"2007",24,47
103888,"2008",32,55
103888,"2013",4,9
103888,"2006",23,41
103888,"2000",3,7
103888,"2010",40,55
103888,"2011",43,68
103891,"2007",1,2
103891,"2005",1,2
103891,"2003",0,2
103891,"2006",2,3
103891,"2011",0,2
103891,"2008",0,2
103891,"2014",1,3
103891,"2002",0,1
103891,"2004",0,2
103893,"2014",11,25
103893,"2017",25,60
103893,"2011",2,5
103893,"2010",3,17
103893,"2016",26,51
103893,"2015",8,26
103893,"2007",1,2
103893,"2012",10,28
103893,"2013",11,35
103893,"2019",6,15
103893,"2006",0,1
103893,"2009",0,1
103893,"2021",0,2
103893,"2018",6,22
103893,"2020",1,5
103894,"2014",2,4
103894,"2000",0,4
103894,"1999",0,2
103894,"2007",0,3
103894,"2006",1,2
103898,"2004",14,29
103898,"2018",8,19
103898,"2006",24,46
103898,"2014",26,49
103898,"2009",26,54
103898,"2002",0,2
103898,"2013",27,52
103898,"2001",1,2
103898,"2016",7,21
103898,"2008",22,41
103898,"2015",1,6
103898,"2017",13,27
103898,"2005",5,23
103898,"2003",3,10
103898,"2011",21,42
103898,"2012",27,51
103898,"2010",26,45
103898,"2007",22,51
103899,"2003",0,4
103899,"2002",4,5
103899,"2000",0,1
103899,"2001",0,2
103899,"2007",1,3
103899,"2010",0,3
103899,"2005",1,3
103899,"2004",1,1
103899,"2006",2,3
103900,"2002",36,60
103900,"2003",42,63
103900,"2000",0,2
103900,"2008",44,60
103900,"2006",44,63
103900,"2009",14,22
103900,"2007",31,49
103900,"2001",17,26
103900,"2010",28,39
103900,"2012",21,38
103900,"2004",34,48
103900,"2011",22,35
103900,"2013",6,11
103900,"2005",44,63
103902,"2016",1,2
103902,"2015",1,1
103905,"2002",1,3
103905,"2000",1,1
103905,"2003",2,3
103905,"2004",2,3
103905,"2005",1,4
103908,"2012",14,31
103908,"2013",6,25
103908,"2003",16,39
103908,"2002",22,37
103908,"2015",7,19
103908,"2005",28,57
103908,"2009",28,57
103908,"2007",48,73
103908,"2010",11,32
103908,"2004",10,21
103908,"2006",23,51
103908,"2017",1,10
103908,"2014",11,28
103908,"2016",18,38
103908,"2008",30,57
103908,"2001",1,4
103908,"2000",2,5
103909,"2003",61,78
103909,"2006",11,25
103909,"2004",39,54
103909,"2000",3,7
103909,"2008",2,10
103909,"2005",55,82
103909,"2001",26,41
103909,"2002",22,38
103914,"2002",0,1
103914,"2005",0,1
103914,"2001",0,1
103914,"2004",0,1
103914,"2006",0,1
103914,"2017",0,1
103914,"2012",0,1
103914,"2011",0,1
103914,"2003",0,1
103914,"2007",0,1
103917,"2019",4,7
103917,"2006",11,30
103917,"2010",3,10
103917,"2011",11,23
103917,"2016",23,43
103917,"2017",15,34
103917,"2003",3,9
103917,"2018",5,14
103917,"2021",1,1
103917,"2009",4,8
103917,"2012",16,34
103917,"2007",23,44
103917,"2001",1,5
103917,"2015",11,22
103917,"2002",0,1
103917,"2005",1,6
103917,"2000",0,2
103917,"2008",15,40
103917,"2013",18,26
103917,"2004",3,13
103917,"2014",13,35
103920,"2010",0,1
103920,"2005",1,2
103920,"2006",0,3
103920,"2004",2,3
103921,"2003",0,1
103921,"2007",1,1
103921,"2004",1,3
103921,"2006",0,2
103924,"2007",0,1
103925,"2012",0,1
103925,"2003",0,1
103926,"2014",0,1
103926,"2013",2,7
103926,"2010",1,2
103926,"2009",0,2
103926,"2012",3,7
103926,"2008",0,1
103926,"2016",3,16
103926,"2011",0,1
103936,"2004",1,2
103936,"2002",3,4
103936,"2009",1,2
103936,"2005",3,5
103936,"2000",0,1
103936,"2010",0,3
103936,"2006",2,2
103936,"2007",0,2
103936,"2003",0,1
103936,"1999",1,1
103936,"2011",0,1
103937,"2004",1,2
103937,"2005",0,2
103946,"2011",1,1
103946,"2005",1,1
103949,"2006",0,1
103956,"2006",0,1
103963,"2003",0,1
103963,"2004",1,2
103963,"2005",0,1
103964,"2005",0,1
103967,"2013",1,1
103967,"2008",0,2
103967,"2006",0,3
103967,"2007",0,1
103967,"2003",0,1
103967,"2012",0,1
103967,"2005",1,4
103967,"2009",1,6
103967,"2010",3,6
103967,"2011",1,3
103967,"2015",0,1
103967,"2014",0,2
103969,"2011",0,1
103969,"2012",0,1
103970,"2004",29,60
103970,"2017",25,46
103970,"2019",8,14
103970,"2013",61,85
103970,"2011",59,78
103970,"2009",46,70
103970,"2008",44,67
103970,"2015",55,71
103970,"2006",41,67
103970,"2016",36,59
103970,"2010",60,84
103970,"2003",19,45
103970,"2012",79,95
103970,"2018",9,27
103970,"2007",61,84
103970,"2005",43,72
103970,"2002",11,18
103970,"2014",54,77
103971,"2004",22,44
103971,"2010",1,12
103971,"2011",4,14
103971,"2012",2,11
103971,"2003",10,33
103971,"2009",4,11
103971,"2005",20,47
103971,"2002",2,9
103975,"2005",0,1
103976,"2011",1,2
103976,"2005",0,3
103976,"2007",2,6
103976,"2006",0,1
103976,"2009",0,2
103976,"2008",3,10
103978,"2009",0,1
103978,"2006",1,2
103978,"2007",4,7
103984,"2006",0,1
103986,"2003",2,4
103986,"2002",0,1
103986,"2005",2,3
103990,"2012",6,14
103990,"2002",33,59
103990,"2013",35,54
103990,"2010",20,43
103990,"2005",44,69
103990,"2004",43,69
103990,"2003",38,64
103990,"2011",20,34
103990,"2022",0,1
103990,"2015",24,45
103990,"2008",37,59
103990,"2016",2,8
103990,"2019",0,1
103990,"2009",46,71
103990,"2001",37,57
103990,"2017",6,17
103990,"2006",49,78
103990,"2014",43,69
103990,"2018",0,2
103990,"2007",49,76
103990,"2000",0,2
103990,"1999",2,4
103994,"2007",0,1
103997,"2013",11,31
103997,"2005",3,4
103997,"2012",24,52
103997,"2011",17,34
103997,"2006",5,13
103997,"2014",4,15
103997,"2009",9,18
103997,"2015",1,4
103997,"2007",2,5
103997,"2010",16,41
103997,"2003",1,2
103997,"2001",1,2
103997,"2004",5,8
103999,"2011",0,1
103999,"2009",1,6
103999,"2001",0,1
103999,"2010",1,6
103999,"2008",1,4
103999,"2012",0,1
103999,"2007",1,7
103999,"2013",0,2
103999,"2006",3,6
104001,"2007",0,2
104001,"2006",1,2
104001,"2005",0,1
104003,"2012",1,3
104003,"2008",3,6
104003,"2006",1,3
104003,"2009",7,24
104003,"2010",3,8
104003,"2005",0,1
104003,"2011",1,7
104003,"2013",0,1
104004,"2010",1,4
104004,"2002",0,1
104004,"2007",1,3
104004,"2012",0,2
104004,"2008",0,2
104004,"2006",0,1
104004,"2003",0,1
104007,"2006",1,2
104007,"2011",0,1
104007,"2013",1,2
104007,"2016",0,1
104007,"2015",0,1
104008,"2002",1,1
104008,"2007",1,2
104008,"2008",2,2
104008,"2003",0,1
104008,"2005",2,4
104008,"2006",0,3
104008,"2009",1,1
104008,"2004",2,3
104010,"2010",0,2
104010,"2004",0,1
104010,"2005",0,1
104010,"2006",1,4
104010,"2009",0,4
104011,"2007",0,1
104011,"2002",0,2
104011,"2004",1,1
104014,"2003",1,2
104014,"2000",1,2
104014,"2004",0,2
104014,"2007",0,1
104014,"2001",1,4
104019,"2009",10,23
104019,"2005",8,17
104019,"2007",16,44
104019,"2006",32,55
104019,"2003",2,10
104019,"2010",2,12
104019,"2004",9,23
104019,"2008",6,23
104019,"2002",4,5
104021,"2005",0,2
104022,"1999",0,1
104022,"2004",42,69
104022,"2017",10,30
104022,"2009",42,70
104022,"2018",7,25
104022,"2013",38,62
104022,"2016",17,37
104022,"2006",25,47
104022,"2011",27,51
104022,"2000",6,14
104022,"2002",34,58
104022,"2014",18,41
104022,"2015",9,33
104022,"2001",20,41
104022,"2012",34,57
104022,"2010",43,63
104022,"2008",23,45
104022,"2005",23,46
104022,"2003",26,52
104022,"2007",55,80
104023,"2011",1,2
104025,"2006",1,4
104025,"2008",8,15
104025,"2012",3,5
104025,"2005",1,5
104025,"2004",2,7
104025,"2009",3,8
104025,"2011",5,7
104025,"2010",0,1
104025,"2003",1,4
104025,"2007",9,33
104026,"2001",0,2
104026,"2009",3,5
104026,"2004",35,57
104026,"2007",4,9
104026,"2005",19,34
104026,"2006",5,8
104026,"2008",1,2
104026,"2010",0,1
104026,"2013",1,2
104026,"2000",0,2
104026,"2003",2,7
104026,"2002",1,2
104026,"2011",1,2
104027,"2006",2,3
104027,"2001",0,1
104027,"2003",0,2
104027,"2002",3,4
104027,"2005",1,2
104027,"2007",0,1
104027,"2000",0,6
104028,"2006",0,2
104035,"2010",0,2
104035,"2012",4,11
104035,"2005",5,13
104035,"2008",13,32
104035,"2006",1,12
104035,"2011",0,3
104035,"2013",2,6
104035,"2004",0,1
104035,"2007",0,3
104035,"2009",3,16
104035,"2003",0,2
104036,"2004",1,5
104036,"2003",0,1
104036,"2007",1,2
104037,"2005",0,1
104040,"2006",1,2
104040,"2005",0,1
104040,"2007",1,1
104040,"2009",1,1
104043,"2016",1,1
104043,"2010",0,2
104043,"2008",1,4
104043,"2005",2,5
104043,"2007",0,1
104043,"2001",5,7
104043,"2013",1,2
104043,"2014",0,1
104043,"2003",2,6
104043,"2004",9,21
104043,"2002",2,4
104046,"2003",1,3
104046,"2002",0,1
104046,"2005",2,3
104051,"2009",1,1
104051,"2000",3,5
104051,"2001",0,2
104051,"2002",1,2
104051,"2004",0,1
104051,"1999",2,2
104051,"1998",1,1
104051,"2003",1,1
104053,"2004",74,92
104053,"2009",49,64
104053,"2000",4,9
104053,"2008",50,68
104053,"2012",23,39
104053,"2005",59,74
104053,"2010",48,66
104053,"2007",54,70
104053,"2001",40,56
104053,"2003",72,91
104053,"2006",49,70
104053,"2002",56,78
104053,"2011",34,50
104056,"2008",8,20
104056,"2007",2,10
104056,"2006",1,5
104056,"2005",1,8
104056,"2003",0,2
104056,"2004",0,2
104056,"2009",2,10
104059,"2007",0,1
104059,"2008",1,1
104059,"2003",0,2
104063,"2005",0,3
104063,"2000",1,2
104063,"2001",0,2
104063,"2007",2,4
104067,"2009",1,4
104068,"2003",31,50
104068,"2002",6,18
104068,"2011",2,6
104068,"2005",37,60
104068,"2010",8,22
104068,"2006",24,50
104068,"2008",25,45
104068,"2007",11,31
104068,"2013",2,4
104068,"2009",13,34
104068,"2014",3,11
104068,"2001",3,8
104068,"2004",22,48
104068,"2012",2,6
104070,"2008",0,1
104070,"2006",0,2
104070,"2009",2,4
104070,"2010",0,2
104070,"2005",0,1
104070,"2007",0,1
104071,"2011",0,2
104071,"2010",4,6
104071,"2009",3,4
104076,"2011",2,3
104076,"2002",23,42
104076,"2001",8,20
104076,"2007",23,43
104076,"2010",1,4
104076,"2005",27,53
104076,"2006",33,54
104076,"2008",26,51
104076,"2004",18,34
104076,"2003",11,30
104076,"2009",21,42
104081,"2003",2,4
104081,"2013",0,1
104081,"2007",10,20
104081,"2006",10,33
104081,"2008",4,16
104081,"2009",0,1
104081,"2004",4,6
104082,"2008",0,1
104082,"2001",1,2
104082,"2002",0,1
104086,"2005",2,3
104086,"2004",1,1
104091,"2008",1,3
104095,"2008",0,2
104095,"2009",2,4
104095,"2007",0,2
104095,"2011",0,1
104095,"2016",0,1
104095,"2014",0,2
104095,"2015",0,1
104095,"2010",0,5
104098,"2012",3,14
104098,"2008",34,56
104098,"2003",2,5
104098,"2005",17,33
104098,"2010",6,15
104098,"2011",20,38
104098,"2014",14,33
104098,"2009",14,31
104098,"2013",31,54
104098,"2004",12,29
104098,"2017",1,6
104098,"2001",3,4
104098,"2016",1,8
104098,"2006",46,77
104098,"2007",30,54
104099,"2005",0,1
104099,"2004",0,1
104106,"2011",0,1
104112,"2016",1,2
104112,"2010",3,5
104112,"2008",3,6
104112,"2013",3,5
104112,"2024",1,2
104112,"2011",2,3
104112,"2015",2,5
104112,"2009",3,4
104112,"2007",4,7
104112,"2014",2,5
104112,"2005",1,3
104112,"2006",3,5
104112,"2012",1,5
104113,"2003",0,2
104113,"2006",1,1
104113,"2010",1,1
104113,"2013",0,1
104113,"2009",1,2
104113,"2007",0,1
104115,"2006",0,1
104115,"2005",0,2
104117,"2005",9,15
104117,"2017",1,2
104117,"2016",0,1
104117,"2006",0,2
104117,"2001",0,3
104117,"2015",0,1
104117,"2003",3,8
104117,"2009",2,7
104117,"2004",1,6
104117,"1998",1,3
104117,"2010",0,5
104117,"2000",2,3
104121,"2005",0,5
104121,"2007",1,3
104121,"2006",0,1
104122,"2010",3,6
104122,"2015",8,18
104122,"2016",4,10
104122,"2006",5,22
104122,"2012",25,56
104122,"2019",0,3
104122,"2014",19,38
104122,"2018",1,6
104122,"2017",13,33
104122,"2008",3,19
104122,"2013",29,54
104122,"2011",15,38
104122,"2005",0,1
104122,"2007",11,26
104136,"2011",1,3
104136,"2005",1,1
104136,"2006",3,6
104136,"2010",0,1
104136,"2007",1,3
104136,"2009",1,3
104136,"2004",1,1
104136,"2008",0,1
104136,"2002",0,1
104136,"2012",0,1
104136,"2003",1,1
104138,"2002",2,3
104138,"2005",1,4
104140,"2007",2,4
104140,"2008",1,4
104146,"2012",2,3
104146,"2011",1,1
104149,"2008",1,3
104154,"2005",2,4
104154,"2004",1,2
104154,"2007",13,26
104154,"2010",1,3
104154,"2006",9,20
104154,"2012",3,10
104154,"2011",2,11
104154,"2003",0,1
104154,"2008",6,20
104154,"2013",2,5
104154,"2009",9,25
104158,"2009",0,1
104160,"2006",8,30
104160,"2009",2,5
104160,"2007",7,22
104160,"2010",1,2
104160,"2008",2,7
104160,"2005",3,11
104161,"2006",0,1
104162,"2009",1,1
104162,"2008",1,1
104162,"2011",2,2
104162,"2002",0,1
104162,"2005",1,2
104162,"2012",0,1
104162,"2007",1,1
104162,"2010",0,1
104162,"2006",0,2
104162,"2004",1,2
104166,"2001",0,1
104166,"2003",5,13
104166,"2012",14,46
104166,"2011",27,48
104166,"2009",3,6
104166,"2005",0,4
104166,"2008",0,2
104166,"2004",10,27
104166,"2013",6,15
104166,"2006",2,4
104166,"2010",0,1
104166,"2014",2,8
104166,"2002",1,3
104167,"2009",3,5
104167,"2004",0,1
104167,"2005",1,2
104167,"2006",1,2
104171,"2006",1,3
104171,"2007",0,3
104171,"2005",0,1
104171,"2003",0,1
104171,"2004",0,1
104171,"2010",3,4
104171,"2008",0,1
104171,"2009",0,1
104171,"2011",0,1
104173,"2006",1,3
104173,"2007",1,3
104173,"2008",3,9
104179,"2009",2,3
104179,"2001",0,2
104179,"2007",0,2
104179,"2006",2,3
104179,"2008",0,2
104179,"2003",0,1
104180,"2012",22,43
104180,"2008",7,12
104180,"2006",13,33
104180,"2005",21,44
104180,"2011",17,29
104180,"2003",2,4
104180,"2015",33,57
104180,"2018",9,28
104180,"2010",2,4
104180,"2016",35,59
104180,"2004",13,22
104180,"2002",3,4
104180,"2000",3,3
104180,"2013",4,12
104180,"2014",6,12
104180,"2007",3,10
104180,"2017",32,50
104180,"2001",2,5
104180,"2009",5,14
104181,"2006",0,1
104181,"2005",0,1
104181,"2004",1,2
104182,"2006",0,2
104182,"2005",0,3
104182,"2003",1,2
104182,"2004",0,2
104188,"2008",0,1
104188,"2000",0,1
104191,"2010",1,3
104192,"2011",0,1
104192,"2008",0,1
104192,"2009",0,1
104195,"2011",2,4
104195,"2008",0,1
104195,"2004",1,2
104195,"2006",0,1
104195,"2010",1,3
104196,"2001",1,2
104196,"2002",0,1
104196,"2006",3,5
104198,"2014",24,49
104198,"2009",28,55
104198,"2008",20,41
104198,"2013",21,43
104198,"2016",22,53
104198,"2010",31,54
104198,"2017",5,20
104198,"2004",5,12
104198,"2018",17,41
104198,"2011",20,49
104198,"2005",19,45
104198,"2019",5,14
104198,"2007",15,38
104198,"2006",15,35
104198,"2015",32,57
104198,"2012",20,46
104198,"2003",0,1
104200,"2007",2,2
104208,"2006",0,1
104209,"2007",1,2
104209,"2008",0,2
104209,"2006",2,4
104209,"2005",1,2
104210,"2006",2,3
104210,"2004",2,4
104210,"2005",4,4
104210,"2007",0,1
104211,"2009",0,1
104214,"2012",12,29
104214,"2008",43,74
104214,"2005",38,68
104214,"2004",29,57
104214,"2013",0,1
104214,"2007",36,64
104214,"2006",14,27
104214,"2003",4,8
104214,"2009",28,60
104214,"2010",17,36
104214,"2011",17,45
104215,"2009",1,3
104215,"2001",2,2
104215,"2012",0,1
104215,"2002",0,4
104216,"2009",13,26
104216,"2013",1,2
104216,"2015",0,6
104216,"2008",4,9
104216,"2014",3,7
104216,"2016",2,7
104216,"2011",3,16
104216,"2012",0,1
104216,"2010",3,12
104216,"2007",0,2
104216,"2017",1,2
104217,"2010",0,1
104217,"2006",0,1
104217,"2008",4,8
104217,"2007",2,5
104217,"2011",0,1
104219,"2013",0,1
104219,"2007",0,2
104219,"2005",0,1
104219,"2008",6,10
104219,"2010",0,3
104219,"2011",0,4
104219,"2009",0,4
104219,"2012",0,1
104219,"2004",0,1
104224,"2005",1,2
104224,"2006",1,2
104225,"2009",2,4
104225,"2007",5,19
104225,"2011",1,11
104225,"2013",9,23
104225,"2012",4,12
104225,"2006",2,6
104225,"2014",0,3
104225,"2008",0,1
104225,"2010",13,34
104226,"2013",0,1
104226,"2011",1,3
104226,"2010",0,1
104227,"2007",1,2
104227,"2011",0,2
104228,"2006",0,1
104228,"2004",0,1
104229,"2012",12,31
104229,"2008",11,26
104229,"2013",18,36
104229,"2004",5,15
104229,"2007",7,22
104229,"2011",12,33
104229,"2001",2,3
104229,"2017",9,23
104229,"2006",2,9
104229,"2016",7,16
104229,"2014",23,45
104229,"2009",10,33
104229,"2005",6,15
104229,"2003",3,5
104229,"2010",15,35
104229,"2015",19,41
104229,"2020",0,2
104229,"2021",1,8
104230,"2008",1,3
104230,"2009",10,27
104230,"2007",1,2
104230,"2003",0,1
104230,"2005",1,3
104230,"2010",4,16
104230,"2004",2,3
104233,"2011",4,7
104233,"2012",0,2
104233,"2014",4,5
104233,"2016",3,5
104233,"2013",0,3
104233,"2003",1,3
104233,"2010",1,4
104233,"2007",1,4
104233,"2008",1,4
104233,"2020",1,1
104233,"2015",1,4
104233,"2009",2,6
104233,"2018",2,3
104233,"2017",5,6
104234,"2007",1,3
104234,"2006",3,5
104234,"2008",1,3
104234,"2010",1,3
104234,"2009",0,1
104235,"2016",1,1
104235,"2009",0,1
104235,"2023",1,1
104235,"2008",0,1
104236,"2007",1,1
104236,"2011",0,2
104247,"2004",0,1
104247,"2008",2,4
104247,"2006",4,6
104247,"2007",1,3
104247,"2005",2,2
104247,"2011",0,2
104249,"2010",1,1
104250,"2006",2,7
104250,"2005",4,8
104250,"2008",6,9
104250,"2009",1,3
104250,"2003",2,8
104250,"2010",0,1
104250,"2002",0,2
104250,"2013",1,2
104250,"2004",1,6
104250,"2012",1,2
104250,"2007",2,5
104251,"2014",0,2
104251,"2005",0,2
104251,"2011",2,2
104251,"2003",1,1
104251,"2010",0,1
104251,"2004",2,3
104251,"2018",1,1
104251,"2017",0,1
104251,"2006",1,4
104251,"2007",1,2
104251,"2013",2,6
104251,"2008",2,4
104251,"2009",1,3
104251,"2012",0,1
104251,"2016",2,2
104252,"2015",4,13
104252,"2018",2,17
104252,"2010",23,42
104252,"2009",3,9
104252,"2006",26,47
104252,"2004",19,38
104252,"2008",2,11
104252,"2012",24,52
104252,"2014",5,11
104252,"2017",10,27
104252,"2013",31,57
104252,"2011",45,71
104252,"2016",11,23
104252,"2007",18,44
104252,"2005",21,46
104253,"2010",0,1
104253,"2006",0,1
104256,"2012",1,2
104258,"2001",0,1
104258,"2012",0,1
104258,"2005",0,1
104259,"2017",32,53
104259,"2015",33,56
104259,"2019",21,42
104259,"2020",2,10
104259,"2012",43,69
104259,"2022",1,4
104259,"2016",32,55
104259,"2014",36,61
104259,"2004",6,16
104259,"2009",40,67
104259,"2002",0,3
104259,"2018",24,49
104259,"2011",31,58
104259,"2003",1,4
104259,"2007",35,63
104259,"2010",37,63
104259,"2008",31,51
104259,"2013",34,60
104259,"2005",12,37
104259,"2006",24,45
104259,"2021",7,16
104260,"2005",1,1
104260,"2004",0,2
104260,"2002",1,1
104261,"2003",0,1
104261,"2007",2,7
104261,"2005",2,6
104261,"2008",2,5
104261,"2006",2,5
104262,"2006",0,1
104262,"2011",5,17
104262,"2012",17,41
104262,"2009",5,17
104262,"2010",0,1
104262,"2008",6,13
104262,"2013",2,10
104262,"2007",1,2
104268,"2007",14,32
104268,"2015",7,20
104268,"2008",8,18
104268,"2017",1,2
104268,"2014",10,27
104268,"2013",14,35
104268,"2011",10,26
104268,"2010",14,34
104268,"2001",1,1
104268,"2005",2,4
104268,"2006",8,16
104268,"2002",1,1
104268,"2004",5,12
104268,"2016",1,2
104268,"2012",15,41
104268,"2009",3,12
104269,"2022",5,16
104269,"2017",29,54
104269,"2002",1,3
104269,"2007",34,62
104269,"2008",47,74
104269,"2015",24,50
104269,"2014",25,44
104269,"2004",31,56
104269,"2019",25,51
104269,"2016",29,55
104269,"2020",6,13
104269,"2023",0,5
104269,"2005",35,63
104269,"2012",32,54
104269,"2010",43,65
104269,"2011",36,60
104269,"2018",34,63
104269,"2006",32,58
104269,"2021",2,10
104269,"2013",30,55
104269,"2003",7,19
104269,"2009",52,77
104270,"2005",0,2
104270,"2001",0,1
104270,"2003",0,1
104270,"2009",0,1
104270,"2008",0,1
104272,"2006",0,2
104273,"2011",6,18
104273,"2009",2,5
104273,"2007",6,14
104273,"2013",26,52
104273,"2010",2,9
104273,"2008",1,6
104273,"2004",1,3
104273,"2012",15,35
104273,"2015",6,18
104273,"2014",17,44
104273,"2016",2,5
104275,"2013",0,1
104281,"2008",1,2
104281,"2010",0,3
104283,"2014",1,2
104283,"2005",0,1
104284,"2005",0,1
104287,"2005",0,1
104291,"2017",15,37
104291,"2011",3,6
104291,"2023",0,1
104291,"2015",12,32
104291,"2019",5,21
104291,"2022",1,4
104291,"2012",6,17
104291,"2003",0,1
104291,"2004",4,4
104291,"2021",3,7
104291,"2014",8,18
104291,"2016",16,39
104291,"2013",2,4
104291,"2020",2,4
104291,"2018",23,46
104291,"2008",0,2
104292,"2010",2,5
104292,"2008",1,2
104292,"2006",1,3
104292,"2011",3,5
104292,"2012",4,9
104292,"2009",5,8
104294,"2005",0,2
104294,"2004",3,4
104297,"2013",1,9
104297,"2011",3,5
104297,"2018",5,16
104297,"2012",6,11
104297,"2007",0,1
104297,"2017",10,31
104297,"2010",0,1
104297,"2019",0,2
104297,"2016",2,11
104297,"2015",0,3
104297,"2014",3,5
104299,"2003",2,5
104299,"2010",1,3
104299,"2002",1,1
104299,"2007",2,3
104299,"2009",1,2
104299,"2008",2,3
104299,"2012",0,2
104299,"2011",2,2
104299,"2006",1,3
104299,"2004",0,4
104305,"2004",0,1
104305,"2006",1,2
104305,"2010",1,1
104305,"2008",4,7
104305,"2007",2,5
104305,"2005",1,2
104305,"2009",0,2
104308,"2011",1,5
104308,"2008",2,5
104308,"2009",1,4
104308,"2004",0,3
104308,"2016",0,3
104308,"2005",1,1
104308,"2013",10,24
104308,"2014",4,24
104308,"2007",4,7
104308,"2015",2,5
104308,"2006",4,7
104308,"2010",2,17
104308,"2018",0,1
104311,"2009",1,1
104311,"2003",0,3
104311,"2005",2,2
104311,"2002",0,2
104311,"2010",1,3
104311,"2011",0,1
104311,"2008",1,2
104311,"2004",1,3
104312,"2004",7,17
104312,"2013",30,59
104312,"2012",38,65
104312,"2008",30,59
104312,"2017",18,36
104312,"2021",7,20
104312,"2011",25,49
104312,"2022",2,7
104312,"2010",24,52
104312,"2014",25,55
104312,"2019",19,42
104312,"2003",0,2
104312,"2006",20,50
104312,"2018",24,48
104312,"2007",22,47
104312,"2009",24,55
104312,"2020",7,14
104312,"2005",19,36
104312,"2015",27,52
104312,"2016",20,45
104314,"2009",5,16
104314,"2011",2,10
104314,"2008",3,7
104314,"2010",5,9
104317,"2006",0,1
104323,"2006",0,2
104323,"2007",1,3
104323,"2009",0,4
104323,"2008",0,4
104327,"2012",22,40
104327,"2014",0,3
104327,"2008",21,43
104327,"2005",0,1
104327,"2018",3,4
104327,"2007",6,9
104327,"2019",2,13
104327,"2013",5,12
104327,"2010",6,12
104327,"2016",4,9
104327,"2011",9,15
104327,"2020",2,3
104327,"2009",7,25
104327,"2015",12,25
104327,"2006",0,1
104327,"2017",20,41
104330,"2012",7,17
104330,"2016",12,31
104330,"2009",8,14
104330,"2006",0,1
104330,"2004",1,4
104330,"2005",2,4
104330,"2003",1,2
104330,"2011",2,5
104330,"2013",4,14
104330,"2007",1,3
104330,"2008",1,4
104330,"2002",0,1
104330,"2010",6,24
104330,"2017",2,4
104330,"2014",3,10
104330,"2015",7,13
104332,"2007",1,3
104332,"2009",15,40
104332,"2012",11,28
104332,"2014",1,3
104332,"2013",3,8
104332,"2008",10,19
104332,"2003",2,5
104332,"2011",24,46
104332,"2010",21,40
104332,"2005",0,2
104332,"2004",1,2
104334,"2008",0,1
104336,"2009",0,2
104338,"2004",16,29
104338,"2011",31,59
104338,"2016",17,32
104338,"2008",28,49
104338,"2012",40,59
104338,"2009",36,62
104338,"2005",18,43
104338,"2017",0,3
104338,"2013",25,48
104338,"2007",41,60
104338,"2010",30,50
104338,"2014",22,42
104338,"2015",21,40
104338,"2006",18,41
104339,"2003",15,36
104339,"2006",55,73
104339,"2009",13,20
104339,"2008",32,49
104339,"2002",3,10
104339,"2005",44,71
104339,"2010",2,5
104339,"1999",0,1
104339,"2001",1,1
104339,"2007",13,24
104339,"2000",3,3
104339,"2004",27,51
104342,"2005",1,1
104342,"2006",1,1
104342,"2008",0,1
104342,"2007",1,3
104342,"2004",2,3
104349,"2003",0,1
104349,"2005",2,6
104349,"2015",2,5
104349,"2012",1,15
104349,"2010",6,9
104349,"2008",4,7
104349,"2013",3,4
104349,"2009",3,8
104349,"2011",5,18
104349,"2014",2,3
104349,"2006",1,2
104349,"2007",0,2
104349,"2004",0,2
104352,"2009",2,2
104352,"2013",1,2
104352,"2008",1,2
104360,"2005",3,4
104361,"2007",0,1
104368,"2009",3,5
104368,"2010",1,3
104368,"2006",2,4
104368,"2007",1,2
104368,"2013",4,5
104368,"2008",4,6
104368,"2005",0,2
104368,"2012",1,2
104371,"2007",1,5
104371,"2008",14,37
104371,"2006",1,15
104371,"2012",1,3
